Team,Year,Week,Win/Loss,Win Loss Factor,Home/Away,Points Scored,Points Allowed,3rd Down,3rd Down Allowed,Pass Yards,Pass Yards Allowed,Rush Yards,Rush Yards Allowed,Opp Team
8,1,13,0,-0.531132,0,-11.454545,1.818182,-0.061226,-0.033817,-81.181818,-3.181818,19.909091,11.818182,29
21,0,13,1,-0.117002,0,3.272727,7.090909,0.082115,0.097871,27.090909,39.181818,14.454545,12.090909,23
0,1,12,1,0.122459,0,4.4,-4.2,0.111398,-0.052495,69.9,-70.4,0.9,12.1,26
7,0,15,1,0.456479,0,8.461538,5.923077,0.050654,0.038223,34.384615,7.615385,39.692308,12.230769,18
15,1,9,1,-0.2773,0,-12.517857,-6.017857,-0.123517,0.117303,-68.232143,-53.267857,-48.25,12.589286,17
5,0,12,0,-0.301682,0,-3,2.1,0.004977,-0.030821,-62.2,13.5,57.9,12.6,6
19,2,9,0,-0.2773,1,-6.964286,0.928571,-0.037141,-0.069459,-10.517857,-61.571429,-4.196429,12.928571,20
16,1,8,1,0.172774,0,4.428571,-2.142857,0.053736,0.074834,-4.714286,-35.285714,18.428571,13,21
6,2,6,1,-0.241355,1,-5.2,9,-0.050227,0.063565,-64.4,94.6,22.6,13.2,24
13,0,5,0,-0.122459,0,-10,-7,-0.058831,-0.081903,24,26.75,5.25,13.25,26
16,2,5,1,0.231059,0,6.75,-8,0.128149,-0.032652,32.75,-78.75,53.25,13.25,31
11,1,7,0,-0.548633,0,-17,10.5,-0.018093,0.096116,-65.166667,35,-43.5,13.333333,31
1,0,10,1,0.353518,1,2.125,-6.875,-0.081857,-0.046457,-58.625,12.5,-38.5,13.375,13
22,0,9,1,0.179179,0,5.285714,5.089286,0.0689,0.060912,14.089286,18.571429,1.857143,13.375,28
12,1,11,1,-0.154841,1,-5.355556,2.433333,0.062889,0.075554,0.766667,5.822222,-29.055556,13.377778,17
21,2,9,1,-0.154841,1,6.589286,10.517857,0.020019,0.196981,40.910714,91.678571,14.071429,13.607143,22
16,0,13,0,-0.508358,0,-10.181818,-0.545455,-0.123729,-0.034987,-64.636364,-19.727273,-5.454545,13.727273,22
1,0,5,1,-0.122459,0,-3.5,6.25,0.003934,0.033791,-21.75,101.5,-21.75,13.75,28
7,0,5,1,0,1,5.25,17.5,0.089894,0.182991,-62.5,151.25,89.25,13.75,10
25,0,4,1,-0.124353,1,-3,6.666667,0.007384,0.272728,17,33.666667,-51,14,31
18,2,5,1,0,0,0.25,0.5,-0.120707,0.063062,-93,23.25,47.5,14.25,22
8,1,5,0,-0.231059,1,-5.25,1,-0.057673,-0.032613,-21.5,45.5,-51.5,14.75,9
13,0,14,1,-0.086516,1,-2.833333,3.583333,0.03128,0.033066,2.333333,-70.833333,12.583333,14.833333,27
21,0,2,0,-0.124353,0,-20,-7,-0.170455,-0.318182,-76,-34,-20,15,22
2,0,2,0,0,0,-17,-14,0.166667,-0.136364,-159,-252,133,15,30
17,1,13,1,0.241355,0,6.272727,0.090909,0.043047,-0.086016,94.181818,10.454545,16.272727,15.363636,26
8,0,13,0,-0.342474,0,-5.909091,1.818182,-0.016456,0.077586,-11.181818,18.181818,-44.545455,15.454545,20
28,0,12,1,-0.353518,0,-0.5,4.2,-0.050278,-0.005036,-20,8.3,-12.6,15.7,29
16,1,15,1,0,1,5.461538,-2.538462,0.066192,-0.053682,-17.307692,-32,37.307692,15.769231,19
3,1,13,0,-0.154841,1,-7.242424,7.613636,-0.039106,0.032865,51.848485,37.765152,-71.75,16.151515,16
15,0,14,1,0,0,-4.583333,1.666667,-0.037582,-0.133387,-41.833333,-31.083333,12.583333,16.916667,25
4,2,7,1,0,1,-1.333333,-3.5,0.037578,-0.10851,89.5,-63.166667,-76.166667,17,27
20,0,8,1,-0.462117,0,-7,5.5,-0.128849,-0.120237,-26.5,46.333333,7,17,22
26,2,7,0,0,0,4.5,2.666667,0.067748,-0.076668,3.833333,-11.5,32.5,17,31
1,1,7,0,-0.168882,1,-4.5,-0.1,-0.081807,0.074898,-36.1,48.1,-19.5,17.133333,27
14,2,14,0,0.195115,0,7.583333,1.333333,-0.022694,0.010087,45.75,21.833333,38.083333,17.166667,29
21,0,11,0,0.168882,0,1.922222,2.466667,-0.005151,-0.065443,13.188889,2.344444,-3.744444,17.655556,25
21,1,12,0,-0.173592,1,-0.3,3.3,0.013078,0.000993,41.7,15.4,-17.9,17.7,23
12,0,9,1,0.440034,1,9.25,-5.125,0.022521,-0.136111,35.875,-31.25,13.625,17.875,25
13,2,6,1,0.124353,1,9.4,11.2,0.084101,0.101049,60.2,61.2,-13.4,18,15
7,2,12,1,-0.231059,1,5.7,8.9,0.023654,0.01448,-42.8,21.6,80.2,18.3,24
13,1,14,1,0.353518,1,8.583333,3.5,0.074927,0.109039,60.25,-32.916667,10.166667,18.333333,18
3,0,15,1,-0.739973,0,-10.923077,11.307692,-0.107494,0.102254,-94.307692,95.076923,-25.384615,18.461538,29
25,0,5,1,0.231059,0,-1.75,-9,0.1105,0.079021,-20,-114.5,14.25,18.5,27
8,1,14,0,-0.611856,0,-10.333333,2.5,-0.069361,0.006469,-11.666667,-8,-30.166667,19,9
16,0,7,1,0.05188,1,6.666667,3.833333,0.007004,-0.096874,19.5,-5.833333,34.5,19,18
1,1,10,1,-0.508358,1,-10.402778,2.513889,0.045127,0.16998,-43.916667,-1.611111,-86.513889,19.25,5
21,0,14,0,-0.440034,1,-7.75,4.916667,-0.075556,0.040947,-9.583333,37,-30.583333,19.25,22
0,0,12,1,0.462117,1,1.2,-0.8,0.023887,0.054978,-0.5,10,-23.9,19.6,13
5,1,4,1,-0.117002,0,2,19.666667,-0.038889,-0.079331,-20.666667,152.333333,58,19.666667,15
17,1,14,1,0.231059,0,8.916667,-2.5,0.00544,-0.147851,66.083333,-2.5,4.583333,19.833333,19
1,1,3,0,-0.122459,0,-21,3.5,-0.021601,0.279647,-226,-35,5.5,20,14
14,1,5,0,0.122459,1,10,2.25,0.155463,-0.142997,211.75,-8.5,-42.25,20.25,23
11,0,12,1,-0.108599,0,0,-1.5,0.03105,0.037252,26.8,-6.6,-10.8,20.3,21
5,0,9,1,0,0,0.714286,-0.571429,0.034052,-0.055096,-82.714286,9,77.142857,20.428571,10
25,2,8,0,-0.117002,0,-5.571429,-3.142857,-0.187351,-0.079388,18,-75.571429,-54.714286,20.571429,27
0,0,13,1,0.339476,0,3.454545,2.545455,0.08205,0.072198,17.363636,37,-8.090909,20.818182,28
8,0,14,0,-0.6552,1,-9,2.166667,-0.024094,-0.086559,-5.666667,4.583333,-47.083333,21.166667,9
18,1,6,0,-0.358357,1,-7.6,4.6,-0.05725,-0.008045,-25.4,-0.8,-2.2,21.2,29
25,0,7,0,-0.062177,0,-7.6,-6.5,-0.044197,0.013993,3.433333,-17.966667,1.666667,21.466667,26
1,0,12,1,0.546601,0,11.5,-10,0.055793,-0.086175,44.2,-41.7,-4.1,22.4,3
20,0,6,0,0.098121,1,2,-1.8,-0.004472,-0.176993,-61.4,-64.4,46,22.4,27
23,2,11,0,-0.108599,0,-1.5,-0.3,-0.005999,0.030653,-28.7,-76.7,41.4,22.6,27
0,1,14,0,-0.195115,0,-3.416667,-6.166667,0.015346,-0.072401,-51.75,-83.166667,24.166667,22.75,24
9,1,2,1,-0.124353,0,-15,22,-0.087301,0.153847,-79,57,-54,23,30
12,0,5,0,0.231059,1,1.5,-12.5,0.024886,-0.097786,15.5,-55.5,14,23,14
20,1,11,1,-0.379751,1,2.955556,5.444444,-0.0426,-0.084426,31.322222,33.255556,13.144444,23.355556,22
21,1,15,1,-0.776095,1,-11.769231,7.692308,-0.107553,0.086701,-51.615385,34.153846,-12.076923,23.384615,31
25,2,3,1,-0.122459,1,1.5,-0.5,-0.042541,0.049522,-52,-51.5,-26.5,23.5,26
1,0,8,1,-0.179179,1,1.52381,1.119048,-0.064729,-0.015897,2.309524,23.904762,-33.690476,23.571429,29
11,1,14,0,-0.149738,1,-6.25,6.166667,0.025715,0.050053,-25.583333,-40.916667,-18.25,23.75,30
2,1,10,1,0,1,0.666667,-2.888889,0.048469,-0.023294,19,6.555556,-53.555556,24,7
15,0,9,0,0.168882,0,-5.125,-1.857143,-0.054602,-0.048645,-78.375,-74.803571,4.232143,24.178571,27
2,0,9,1,0.201618,0,7.678571,-5.892857,0.11083,0.000677,36.125,-65.892857,56.714286,24.303571,3
21,1,7,0,-0.548633,0,-11.666667,7.5,-0.078018,-0.103474,-68.833333,-7,-11.666667,24.5,29
19,1,10,1,-0.462117,1,-13,5.5,-0.14629,0.175169,-97,29,22.625,24.625,24
17,2,11,1,-0.172774,0,-1.666667,-3,-0.006859,-0.006064,-50.222222,-81.222222,27.555556,24.777778,20
13,1,10,0,0.244919,1,0.625,1.25,0.072896,0.146991,22.125,-49.875,-22.375,24.875,20
0,0,14,1,-0.106567,1,-0.083333,7.916667,0.03903,0.058307,24.25,42.416667,6.5,25.25,6
17,1,4,1,-0.117002,1,7,13,0.118607,0.201308,-7.333333,185.666667,33.666667,25.333333,25
2,0,14,0,-0.231059,0,-2.25,1,-0.042009,0.07131,-79.666667,27.5,26.666667,25.5,29
18,1,7,1,-0.231059,1,-4.833333,9.333333,0.031674,0.14141,26.5,67.333333,-19.666667,25.666667,25
12,0,11,1,0.172774,0,3.444444,-6.444444,-0.018077,-0.081181,64.666667,-49.333333,-25.444444,26,14
9,1,10,1,0.154841,1,3.208333,4.069444,0.063774,0.018084,26.263889,-7.472222,15.888889,26.25,26
12,1,6,1,0,0,6.2,1.6,0.245838,-0.101892,52.8,3,19.4,26.6,19
12,1,4,1,0,0,9.333333,10.333333,0.082479,0.017316,59,88,-22.333333,26.666667,16
8,0,10,0,-0.548633,0,-9.25,5.375,-0.051722,0.012573,-17.625,45.625,-27.75,27.125,22
6,1,8,1,-0.062177,0,-5.214286,-1.571429,0.018018,-0.082047,19.666667,29.52381,-89.261905,27.238095,7
24,2,9,1,-0.060283,1,1.392857,-3.553571,-0.118143,-0.021167,42,-11.964286,-6.553571,27.482143,29
14,2,4,1,-0.241355,1,7,13.666667,-0.005263,0.120013,36.333333,97,-37.666667,28,15
14,1,12,1,-0.231059,0,-7,4.8,-0.107774,0.100015,5.3,-31.3,-50.1,28.4,17
13,2,9,1,0.062177,0,-1.571429,1.375,-0.050955,-0.055403,116.803571,-87.017857,-69.267857,28.839286,27
6,1,5,1,-0.244919,1,-4,11,0.090228,0.044825,14.5,61,-66.75,29,15
2,0,10,1,-0.353518,1,-7.625,6.5,-0.01853,0.098404,25.375,-1.25,-10,29.25,5
1,2,4,0,0.241355,0,6.333333,3,0.028998,0.133333,49.666667,73,-33,30,4
27,2,2,0,0,0,16,-4,-0.076923,-0.592308,24,-58,149,30,29
1,2,13,0,0.098121,0,3,7.545455,-0.034388,-0.019978,57.727273,31.545455,-29.545455,30.090909,28
23,0,8,0,0.056719,1,-10.285714,-9,-0.214489,-0.202391,-41.809524,-16.190476,-34.690476,30.190476,26
18,2,13,0,0.056719,1,1.037879,1.424242,0.037981,0.040651,-23.560606,14.689394,30.007576,30.409091,19
8,2,14,1,-0.353518,0,3.25,2.666667,0.031681,0.161533,52.833333,-21.166667,7.5,30.5,9
30,2,9,1,0.244919,0,3.5,-1.375,0.074321,0.002343,-9.5,-15.625,14.5,30.625,31
3,0,4,0,0,1,-2.666667,8,-0.017677,0.078098,-29.666667,-38.666667,4,30.666667,15
4,0,15,1,-0.785448,1,-8.076923,7.769231,-0.043962,0.046338,-19.538462,41.769231,0.307692,31,6
2,1,6,0,-0.241355,1,-14.8,-5,-0.092115,0.058423,-27,-104.4,-92.8,31.4,17
25,2,6,0,-0.117002,0,2.6,1.2,-0.181359,-0.027522,-55.8,3.8,27.4,31.4,29
2,2,8,1,-0.241355,0,-0.571429,1.285714,0.082474,0.011245,4.714286,-0.857143,5.571429,31.428571,3
25,0,8,0,0.215123,1,-3.142857,-5.571429,0.049784,0.147823,-31.714286,-106.285714,-0.142857,31.571429,27
17,0,6,0,-0.124353,1,7,15.6,0.058875,0.117016,127,26.2,-34.4,31.6,31
25,2,4,0,0,1,0,-9.333333,0.000638,-0.127688,-86.666667,-67,9.666667,32,31
28,1,10,1,-0.399759,1,-5.875,3.472222,-0.083609,-0.029954,-40.583333,-41.166667,10.125,32.069444,29
0,0,9,1,-0.046241,1,-9.535714,-3.553571,0.13527,0.00804,-25.375,-135.089286,-17.053571,32.232143,30
9,0,12,1,0,0,0.3,5.1,0.085936,0.122206,-36.5,58.5,41.9,32.3,10
25,2,10,1,-0.215123,1,-4.222222,0.333333,-0.181265,-0.037815,27.333333,-69,-57.555556,32.444444,27
3,2,3,0,0.122459,1,1.5,5.5,-0.088375,0.242308,70,5,-23,32.5,4
10,1,12,0,-0.168882,1,-2.809091,0.072727,-0.062767,0.038622,-98.709091,3.481818,56.809091,33.236364,24
14,1,13,0,0.124353,1,2.727273,1.181818,-0.057077,-0.08011,72.181818,-32.181818,-36.454545,33.272727,19
17,0,12,0,0,1,3.5,9.1,0.037139,0.097797,51.2,37.2,17.9,33.4,19
13,2,12,1,0.179179,0,0.881818,-1.109091,0.060447,-0.007535,40.8,-24.863636,-21.009091,33.590909,31
3,1,8,1,-0.410237,1,-13.666667,10.880952,0.01098,0.000693,-62.380952,29.142857,-34.857143,33.666667,4
13,2,13,0,0.241355,0,-1.181818,0.545455,0.035148,-0.000844,21.454545,-35.727273,-37,33.818182,14
11,1,8,0,-0.5546,1,-15.714286,8.142857,-0.098304,-0.016977,-107.285714,-15.714286,-14.714286,33.857143,29
26,2,11,1,-0.05188,1,5.755556,2.477778,-0.018771,-0.040385,22.944444,-18.766667,52.788889,34.388889,29
12,0,7,1,0.293235,0,9.166667,-0.833333,0.172999,0.056637,72.466667,-31.2,39.333333,34.733333,15
11,0,14,0,-0.108599,0,3.5,3.25,0.092211,0.108714,54.416667,16.583333,-2.583333,34.75,23
4,2,12,1,-0.108599,0,7.2,3,0.129316,0.091245,105.9,-57.2,-33.8,34.9,9
15,0,3,0,-0.122459,1,-9.5,-4.5,-0.086247,-0.137311,-5,9.5,1.5,35,24
13,1,12,0,0.122459,0,6,8.2,0.100224,0.038395,49.8,-8.3,-5.5,35.1,15
4,0,12,0,-0.046241,1,1.8,3.4,-0.037779,0.047973,51.1,-3,-8.6,35.3,18
9,0,10,0,0.108599,1,3,5.125,0.106378,0.129147,-21.875,68.625,45.25,35.5,10
20,1,6,1,-0.124353,0,-0.4,4.4,0.000071,0.068518,13.4,77.2,6,35.8,25
13,1,9,1,0.184636,0,-0.803571,1.410714,-0.000138,0.000811,55.482143,-17.482143,-27.196429,35.928571,16
16,0,10,0,0.215123,0,4.583333,1.291667,0.009166,-0.071853,19.152778,-55.847222,12.625,35.972222,18
8,0,7,0,-0.05188,0,-1.166667,5.166667,-0.015967,0.050343,-5.966667,-2.333333,-33.066667,36.233333,13
3,1,14,0,-0.195115,1,-4.75,7.583333,0.023001,0.066926,39.666667,13.333333,-30,37.083333,26
3,1,3,0,-0.244919,0,-15,9,0.021911,-0.163961,-83,30.5,-32,38.5,15
18,0,8,0,-0.456479,1,-14.285714,4.571429,-0.018971,0.115912,-81.857143,26,-7.571429,39,24
12,2,2,1,0,1,20,2,0.196429,-0.204545,81,-77,52,39,13
13,0,4,0,-0.124353,0,-10,-1.333333,0.054682,-0.030231,32,-10,59.666667,39,24
12,0,15,1,0.087961,0,2.692308,1.230769,0.007193,0.048,85.384615,21.384615,-26.230769,39.230769,26
18,2,15,1,0,0,1.076923,3.384615,0.035756,0.043992,-26.615385,16,23.153846,39.230769,19
11,2,14,0,-0.722225,0,-12.083333,6.75,-0.1838,0.052183,-18.583333,29.333333,-58,39.333333,17
12,1,3,0,0,1,15.5,14.5,-0.147267,-0.034415,10,90,-25,40,13
5,0,8,0,-0.086516,1,-0.666667,-2.333333,-0.070833,-0.061302,-51.166667,13.333333,34,40.166667,6
11,0,4,0,0,1,-6,-2.333333,0.009259,0.097033,48.333333,-93,-80.666667,40.666667,20
17,0,11,1,-0.215123,0,-3.555556,4.777778,0.002882,0.145664,56.222222,-43.333333,-43.555556,41.333333,20
4,0,10,0,-0.559976,0,-5.125,6.625,-0.027031,0.072447,28.625,42,-7.75,41.5,6
14,0,2,1,0,1,0,7,0.212122,0.153847,50,36,51,42,26
16,0,12,0,-0.410237,1,-9.8,-3.3,-0.031456,-0.110974,-69.7,-134.4,-0.2,42.2,30
18,1,11,0,-0.358357,0,-11.111111,0.444444,-0.088377,-0.012332,-76.888889,-4.333333,5.111111,42.777778,24
24,2,14,0,-0.231059,0,-5.416667,2.416667,-0.058518,-0.0269,32.916667,-13.166667,-50.833333,43,28
17,0,7,0,0.108599,0,10.833333,9.333333,0.115935,0.049854,165.833333,29.666667,22.833333,43.333333,19
11,2,10,0,-0.508358,0,-3.75,3.25,-0.09186,0.079409,29.5,9.125,-59.625,43.375,18
27,2,6,1,-0.124353,1,2,12.2,0.009472,0.172954,-33.4,100.4,25.8,43.4,28
16,1,11,1,-0.184636,1,1.033333,3.322222,0.068671,0.066505,3.577778,-31.588889,25.411111,44.411111,26
17,2,5,1,0.122459,0,0.25,-8,-0.137981,-0.158464,-16.75,-78.25,35.5,45.25,29
18,1,4,1,-0.241355,0,-5.666667,10.666667,0.063326,0.052407,129,23.666667,-12.666667,46.666667,26
20,0,14,0,-0.122459,0,-2.083333,4.083333,0.018136,-0.060643,-22.25,5.916667,49.333333,46.833333,24
2,1,3,0,0,1,-2,-3,0.127841,0.057459,98,-55.5,3.5,47,26
16,1,3,0,0,0,-3,-12.5,-0.125603,-0.114177,-87,-183.5,33,47,17
15,0,12,0,-0.440034,1,-8.9,4.5,-0.086723,-0.045846,-16.4,-2.9,-10.7,47.2,26
22,0,6,0,0.168882,0,10.2,2.85,0.09548,0.03895,29.15,7.7,51.35,47.35,24
21,0,7,1,0.168882,0,-0.4,-2.066667,-0.028205,0.052927,-60.766667,-101.333333,5.4,47.833333,27
4,0,2,0,0,0,7,-22,0.178571,-0.170455,5,-63,-16,48,7
6,1,15,1,-0.2773,1,-4,2.461538,0.001369,-0.006248,31.230769,-18.846154,-49.384615,48.538462,9
4,0,7,0,-0.301638,1,-5.666667,-5,-0.038791,0.011424,52.166667,-19.333333,-67.666667,49,7
14,1,6,1,0,0,2.2,8.8,0.131275,-0.079439,59.2,-1.6,-40.2,49,15
4,0,3,0,0,0,3.5,-6.5,-0.03373,0.069445,4,4.5,6,49.5,16
13,1,4,1,-0.117002,1,-7.666667,-4,0.044177,0.166667,-72.333333,-33.666667,-4,49.666667,14
23,0,5,1,0,1,-8.75,-2.75,-0.124251,-0.075354,-41,-17.5,12.75,50.75,24
26,2,12,0,-0.301638,0,-0.963636,6.972727,-0.057176,-0.049516,1.772727,-7.618182,-9.290909,50.990909,28
19,1,5,0,0,1,1.75,13.25,-0.131197,0.232446,94.75,15.75,-29.5,52.5,26
22,2,15,1,0.098121,1,3.461538,0.461538,-0.016868,-0.057145,23.307692,-35.692308,39.307692,52.846154,29
16,0,14,1,-0.658097,1,-7.833333,5.5,-0.106415,-0.009149,-27.5,4.583333,-24.416667,53.833333,26
3,0,3,0,-0.122459,0,-9,10,0.05736,0.15812,-92.5,119,-41.5,54.5,10
6,2,3,0,0,0,-9.5,-9,-0.155556,0.066222,-7.5,17.5,-117.5,55,7
16,1,5,1,-0.244919,0,-0.75,10,0.032564,0.277226,-5.25,47.5,15.25,55.25,25
17,0,15,1,-0.098121,1,-0.153846,6.846154,0.010492,0.139557,6.461538,4.846154,1,56.923077,28
23,1,7,0,-0.231059,0,-16.166667,-3.333333,-0.182201,0.013801,-223.5,-62.666667,43.833333,57.333333,24
1,0,3,1,-0.122459,0,-9,-0.5,-0.216992,0.015151,14,-17.5,-35,58.5,8
13,2,10,0,0.122459,0,1,7.375,-0.026694,-0.008316,38,7.375,-30.375,59,28
2,1,4,0,-0.124353,1,-16.333333,-12.333333,0.018835,-0.128763,-123.666667,-178.666667,35.333333,59,24
20,0,5,0,-0.353518,0,-9,4,-0.001907,-0.197378,-95.75,-109.25,37.25,59,30
11,2,15,0,-0.776095,1,-13.307692,1.230769,-0.240077,-0.008679,-116.153846,-21.076923,-24.692308,59.692308,12
9,2,3,1,0,1,-7.5,4.5,-0.19697,-0.037363,-63.5,-40,14.5,60,14
12,0,12,1,0.201618,0,3.009091,-1.6,0.062266,0.018252,41.454545,-15.945455,14.827273,60.5,24
25,2,5,0,-0.122459,1,1.75,9.75,-0.09281,0.067603,-23.25,50.75,-39,60.75,28
4,0,5,0,-0.184636,0,-5.75,6.5,-0.055764,0.003983,72.75,-27,-49,61,5
11,0,7,0,-0.410237,1,-8.066667,2.533333,-0.091444,0.051877,24.966667,14.3,-53.566667,61.3,22
11,2,7,0,0.056719,0,-7.8,-6.2,-0.108975,-0.001652,-47.2,-6.6,-22.2,61.6,14
14,0,7,0,-0.060283,1,0.7,10.066667,0.091676,0.091635,29,49.333333,11.833333,62.066667,24
20,1,2,0,-0.124353,0,-14,14,-0.163462,-0.142857,56,55,-69,63,31
17,0,3,0,-0.122459,0,-8,2,0.013279,-0.041667,57.5,-147.5,11.5,63.5,30
4,0,4,1,-0.060283,1,-1.333333,-3.333333,-0.136834,-0.010656,1,-37.333333,-30,65.333333,8
17,0,5,1,0.108599,1,19.75,12.5,0.082197,-0.076989,206.25,36.5,25.25,65.75,18
22,2,3,1,-0.122459,0,-2.5,10,0.118814,-0.028571,27.5,-31,45,66.5,24
1,0,4,0,-0.241355,1,-13.666667,-7,0.057415,-0.083333,-73.333333,-164.333333,-10.333333,66.666667,30
9,2,4,1,-0.062177,0,3.666667,7.666667,0.035353,-0.121795,-18.666667,18.333333,-10.333333,68,10
17,0,2,1,0,1,-8,-18,-0.25,0.196079,-190,-30,64,69,27
11,1,3,0,-0.122459,1,6.5,15.5,0.161905,0.113831,-27.5,115.5,21,69.5,25
16,2,2,1,0,1,15,28,0.280543,0.309524,-30,-22,90,70,20
11,2,11,0,-0.317574,1,-2.544444,1.7,-0.057881,0.083161,-12.255556,0.188889,-10.622222,70.377778,19
11,2,9,0,-0.583011,1,-11.428571,5.142857,-0.143165,0.016473,-49.571429,34.142857,-57.142857,71.285714,16
21,0,4,0,0,1,-6,-0.666667,-0.07197,-0.115192,-12.666667,-14.333333,0.333333,72.333333,26
4,0,6,0,-0.184636,0,-4.8,7.6,-0.007166,0.059337,-14.2,49,-3.2,72.6,10
30,2,6,1,0,1,4.4,6.2,0.087232,0.05384,8.2,11.6,7.6,72.8,31
13,1,2,0,0.124353,1,-9,-15,0.20743,-0.154545,-57,-246,30,74,17
18,1,2,0,0,0,-3,7,0.2,-0.270175,121,-79,-66,75,19
21,0,3,1,-0.244919,0,-5,17,-0.018382,0.083334,2,0.5,-56.5,84,31
1,1,5,0,-0.244919,0,-15,1,-0.07724,0.085248,-153.75,-76,6.25,89.25,24
16,1,6,0,-0.241355,1,-10.4,0.4,-0.086229,0.054435,-93.2,-119.6,34.6,96.2,24
11,2,4,0,-0.060283,1,-3,-8.333333,-0.129502,-0.08088,-92.666667,-40.333333,24,99.666667,13
8,1,2,0,-0.124353,1,-6,24,-0.19394,0.071429,64,35,-89,100,15
11,2,2,0,0.062177,0,4,3,-0.2,-0.145455,-108,163,-26,101,15
